ASV,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-023-510-707-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-030-520-716-1F_filt.fastq.gz,NP-031-521-716-1F_filt.fastq.gz,NP-032-522-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz,NP-038-508-718-1F_filt.fastq.gz
81,27,50,72,62,40,12,16,30,77,64,41,36,17,26,19,22,34,40,36,26,144,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,436,0,0,0,0,0,0,0,677,0,0,0,0
83,734,13,27,372,415,160,219,16,14,390,265,3,0,4,0,0,0,3,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,53,0,20,0,0,14,27,7,35,0,8,32,16,13,5,8,15,8,14,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,35,5,23,11,10,18,13,13,9,18,11,26,25,47,25,40,47,64,41,52,207,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,31,31,36,21,22,43,40,45,68,31,14,17,30,57,36,165,184,278,111,149,609,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,105,23,147,45,46,72,121,15,57,27,32,44,46,72,45,77,133,154,85,129,478,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,7,63,0,115,0,0,0,0,0,0,0,0,15,0,570,0,190,0,48,0,0,529,96,0,0
89,10,22,87,59,58,16,15,41,56,75,78,0,8,15,8,11,34,37,9,123,720,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,36,24,40,132,223,42,48,20,62,182,141,116,139,162,67,31,51,44,29,36,192,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,46,0,11,0,2,0,10,0,30,1,33,14,5,2,0,4,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,324,12,0,986,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,511,0,0
93,100,81,152,64,127,133,166,83,167,98,68,17,12,48,17,77,72,115,43,37,184,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,746,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,117,213,8,34,28,67,220,0,37,0,0,0,0,0,19,17,267,0,0,0,0,756,0,240,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,332,817,47,38,220,0,101,66,0,0,0,0,0,0,0,0,8,106,0,65,0,0,0,0,53,219,0,0
97,0,0,0,0,0,1,0,0,0,0,0,206,302,1135,428,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,45,0,10,5,0,0,4,10,21,5,124,224,0,9,0,5,5,24,48,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,0
100,0,24,0,6,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,1292,266,0,380,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,39,0,0
101,0,0,0,119,126,0,0,0,0,59,67,90,82,74,41,6,19,16,21,205,859,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,4,5,11,0,0,0,10,0,2,116,143,235,94,209,419,370,203,5,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,69,6,16,4,0,46,51,10,18,0,12,14,11,4,6,13,15,7,11,5,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,10,2,11,0,0,1,0,1,14,0,0,10,0,0,0,2,0,0,0,3,0,0,90,262,698,126,310,0,0,0,0,0,0,0,17,0,0,0,5,0,0,174,0,0,2,0,0,226,0,0
105,42,26,93,43,183,29,28,37,78,52,59,35,28,25,17,47,65,71,42,61,233,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,2,0,68,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1696,0,0,0
107,5,0,0,0,0,6,6,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,0,0,0
109,0,33,70,2,11,0,0,149,118,11,7,0,0,0,2,81,103,82,21,59,643,200,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,111,0,60,94,163,107,139,54,135,265,218,58,15,20,14,13,7,13,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,362,31,40,13,22,388,431,21,51,55,18,13,3,3,2,46,49,63,32,5,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,92,79,127,93,81,129,150,108,128,135,54,12,11,39,15,42,75,71,51,30,123,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,11,1,20,92,8,6,8,6,40,4,150,148,202,65,0,3,0,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,47,0,23,36,46,25,39,0,50,39,67,150,123,205,122,40,54,49,47,19,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,10,13,20,16,0,9,11,9,12,0,0,19,24,38,20,19,28,35,21,6,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,182,59,302,21,5,164,179,94,240,26,26,3,6,6,8,55,65,95,39,12,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,53,16,21,1,9,37,52,13,42,13,11,12,31,25,11,34,72,37,17,8,55,20,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,587,165,30,92,0,0,0,0,29,456,28,193,0,0,0,0,0,0,0,77,0,0,0
120,362,59,198,17,27,378,316,46,123,10,11,0,0,0,0,8,4,6,7,6,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,17,2,16,0,0,16,14,0,10,0,0,55,89,165,79,86,164,161,97,2,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,141,3,0,73,8,0,0,0,3,695,429,0,0,0,0,0,0,44,4,0,0,0
125,0,0,0,0,0,0,0,2,0,0,0,18,21,40,11,7,2,9,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,3,0,228,72,97,103,520,0,0,0,0,260,0,0,0,0,0,0,0,3,0,75,0,0,0,0,0,0,0,161
127,100,0,60,12,11,113,119,40,103,38,9,14,10,30,0,108,119,134,21,10,101,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,11,16,9,0,0,7,0,20,17,109,189,206,129,68,109,126,76,33,266,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6,0,0,0,0,0,0,0,0,0,0,8,25,40,12,7,33,24,36,11,53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,49,25,58,50,69,50,58,25,144,87,221,15,8,14,11,21,27,27,23,18,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,75,0,0,0,0,133,0,0,0,0,0,0
132,3,1,0,0,0,8,3,0,0,4,3,0,0,0,0,0,2,2,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,27,282,46,25,2,0,23,60,34,49,15,20,22,18,104,196,209,60,6,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,66,193,0,0,0,0,114,131,12,8,0,5,9,2,48,65,34,11,61,422,155,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3,2,1,6,10,5,9,3,7,9,16,106,215,371,210,41,70,50,13,17,82,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,46,0,0,7,5,27,32,0,0,13,0,0,7,0,0,8,14,21,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,111,15,34,63,56,64,71,28,47,108,57,16,10,14,4,27,32,46,34,22,84,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,3,22,0,0,0,6,0,0,0,0,0,10,0,0,0,5,0,0,11,11,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,0,2,42,50,2,2,0,3,13,35,4,16,14,3,24,22,11,6,4,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,49,0,14,0,0,31,26,0,33,31,21,7,8,0,0,18,22,22,24,12,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,8,113,4,14,0,6,4,128,41,91,3,22,19,0,0,0,3,0,4,24,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,846,0,24,0,0,0,0
145,0,3,0,7,0,0,0,0,0,15,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,31,1044,0,2,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
146,44,5,37,0,10,53,72,0,41,9,60,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,707,0,0,0,0,0,0,361,0,0,0
148,147,12,106,8,24,173,199,44,135,33,37,0,3,11,6,14,13,14,10,13,66,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4,13,0,0,0,2,0,0,0,0,0,0,6,0,0,0,8,3,0,34,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,2,0,0,724,40,58,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0
151,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,55,14,165,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,217,0,0,0
152,113,4,0,35,72,65,85,5,5,26,26,0,0,6,4,0,10,5,9,94,391,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,20,18,65,41,0,0,15,8,81,12,61,34,40,23,10,22,9,63,20,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,40,18,885,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
155,0,158,25,12,0,0,0,205,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,169,47,135,0,12,242,187,79,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,334,0,0
158,5,11,5,7,0,0,5,5,3,6,2,8,12,9,4,2,8,0,12,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,33,61,9,67,10,23,11,11,20,55,18,27,56,32,19,16,52,23,74,21,88,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,0,0,0,0,3,5,0,0,0,0,12,7,15,1,8,3,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,159,83,242,0,0,148,121,73,139,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,25,16,22,116,35,0,61,41,3,0,0,0,0,0,0,0,0,66,26,0,137,0,0,0,0,0,0
163,0,11,2,4,0,0,0,3,0,0,0,54,52,6,0,0,3,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,114,0,0,0,10,0,15,1,23,0,10,0,0,1,0,4,0,29,42,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3,0,9,2,2,0,0,2,5,9,2,17,26,23,13,109,210,196,85,22,130,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,17,5,0,7,18,13,14,13,11,0,9,14,1,4,0,0,6,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,331,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,92,130,47,23,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,73,0,0,0,0,0,496,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,46,0,11,26,15,40,66,4,15,7,15,32,69,104,57,14,13,30,19,53,191,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,95,12,115,24,0,0,26,9,193,10,86,56,6,0,3,10,0,60,22,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,4,3,10,10,0,4,0,1,0,0,4,2,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,115,0,9,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,423,0,0
175,22,3,33,0,2,14,16,5,31,9,3,39,41,64,61,13,39,28,15,44,281,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,83,38,156,42,36,100,55,80,143,53,51,0,0,0,0,0,0,0,0,5,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,152,0,0,0,0,0,226,0,0,0,0,0,0,0,24,39,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,60,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,586,0,0,0,0,0,0,0,0
180,0,0,37,0,11,20,18,13,27,12,17,21,25,122,74,41,42,65,46,25,130,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,36,7,2,0,0,278,120,12,12,0,0,0,0,3,0,8,10,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,10,0,0,0,2,4,5,3,0,10,4,3,4,4,4,24,22,28,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,9,8,256,0,1,0,14,0,6,0,0,0,0,0,3,0,0,8,9,4,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,44,5,19,17,0,44,70,21,49,7,14,13,13,13,12,17,22,15,28,9,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,40,0,0,0,0,12,0,7,0,11,34,30,0,0,0,0,0,20,11,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,5,0,0,0,0,0,5,0,15,0,22,62,9,5,0,6,0,20,43,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,206,17,0,0
190,0,33,0,0,0,0,14,16,6,15,2,21,25,0,0,0,0,3,20,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,12,40,0,2,0,8,0,12,0,19,0,18,12,0,2,0,8,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,15,111,0,9,0,0,67,78,17,0,9,33,113,40,30,45,79,13,5,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,0,92,174,0,0,0,0,0,0,312,72,0,0,30,0,0,0,0,0,0,0,0
195,0,6,0,8,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,8,191,0,0,0,0,0,0,0,0,0,0,0,0,15,0,34,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,675,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
198,0,0,0,31,30,0,0,0,0,75,15,146,213,15,27,0,4,1,9,54,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,17,31,104,233,15,11,0,19,90,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,16,7,15,16,78,6,11,10,10,35,6,45,45,18,9,0,7,8,8,16,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,4,0,4,0,15,7,0,2,4,0,3,11,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,25,0,35,3,0,0,7,10,66,0,130,149,25,14,5,15,12,27,38,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
